cvegeo,tipo,Longitud,Latitud,estado_num
1700500050040800,Caserío Disperso,-99.460489249014,18.7526630449921,17
1700400420147800,Caserío Disperso,-98.95350926882791,18.7397685126032,17
170180070034A800,Caserío Disperso,-99.2109497851147,18.8416646074284,17
1701701390130800,Caserío Disperso,-99.3189249336211,18.6337092700961,17
1702900130108047,Típica,-98.9677801710336,18.902262264207398,17
1700400580132800,Caserío Disperso,-98.9742573295695,18.7933531295511,17
1700400300166800,Caserío Disperso,-98.90368831444022,18.7563718064172,17
1701900070084800,Caserío Disperso,-98.9206711545533,18.6596422125933,17
1700300600065800,Caserío Disperso,-98.756978584199,18.514795260108,17
1700601400442800,Caserío Disperso,-98.9443887241309,18.7900667104976,17
1700400540132800,Caserío Disperso,-98.98324645662301,18.7422530756815,17
1702500140132800,Caserío Disperso,-99.1494519453219,18.515714203174397,17
1700900120054800,Caserío Disperso,-99.2221184071035,19.0305941653887,17
1702900031021005,Típica,-99.0270820898809,18.896138153705603,17
170240015039A800,Caserío Disperso,-99.1057802346226,18.7015356292018,17
1702900130428034,Típica,-98.97681474142891,18.906668193450898,17
1702800970100008,Típica,-99.24681840420219,18.7812009421347,17
170100006006A800,Caserío Disperso,-98.74996380390249,18.6286029782865,17
1700601090298800,Caserío Disperso,-98.9706529532531,18.8438748852459,17
1701900060101800,Caserío Disperso,-98.93751529808729,18.532078977242698,17
1702801040632156,Típica,-99.2228987603129,18.775753968340602,17
1702801240632023,Contenida,-99.23400670659842,18.7427022463989,17
1700900050054800,Caserío Disperso,-99.2396513300156,19.094649448900302,17
1702901820771004,Típica,-99.0036336006427,18.8896608258334,17
1701100850457800,Caserío Disperso,-99.1434820061911,18.883385735909396,17
170290104024A800,Caserío Disperso,-99.03086230279541,18.9122566345982,17
1700401420166800,Caserío Disperso,-98.9063312622717,18.783181820466897,17
1702600220036800,Caserío Disperso,-98.97345287815858,18.9360995147718,17
1702900031021003,Típica,-99.02740164804001,18.8954540528769,17
1702600200036800,Caserío Disperso,-98.9905150539867,18.9189226171969,17
1702901820771003,Típica,-99.0036424476763,18.889366034708,17
1702901820771002,Típica,-99.0027411239772,18.889776428128396,17
1702901820771001,Típica,-99.0027748746252,18.890042518233,17
170240005039A800,Caserío Disperso,-99.1220823019558,18.7229432034564,17
170070044119A800,Caserío Disperso,-99.30584132976999,18.9381398245779,17
1700100060056800,Caserío Disperso,-99.3515697055476,18.589344449799302,17
1702300020053800,Caserío Disperso,-98.9411991365274,19.0437162924481,17
1700701351185800,Caserío Disperso,-99.1951876581772,18.9581480772123,17
1700600590442800,Caserío Disperso,-98.9346445020915,18.7801744527635,17
1701900040101800,Caserío Disperso,-98.8485333387323,18.5616483763467,17
1701700100164800,Caserío Disperso,-99.3272478263583,18.4673528087905,17
1700601210298800,Caserío Disperso,-98.9663635686232,18.826086848927396,17
1700200680034800,Caserío Disperso,-98.928098197964,18.8917926147033,17
170240081039A800,Caserío Disperso,-99.11062609341042,18.7063297366592,17
1703000020062800,Caserío Disperso,-98.82874893429859,18.945275265065803,17
1701800740335800,Caserío Disperso,-99.2433692550309,18.870920696176103,17
1702900130108045,Contenida,-98.97516369023171,18.911081972524602,17
1701200020172800,Caserío Disperso,-99.23621505641029,18.550082109709802,17
170290106024A800,Caserío Disperso,-99.0534771767268,18.8706049664013,17
1702801040632159,Típica,-99.22245854817308,18.776846183359698,17
1702800670632052,Típica,-99.198208289742,18.7424106100082,17
1700400270166800,Caserío Disperso,-98.87819123790929,18.7545277640263,17
1700200390034800,Caserío Disperso,-98.9176209578901,18.950769398646802,17
170070086119A800,Caserío Disperso,-99.25281663110208,18.8994805135109,17
1700500090055800,Caserío Disperso,-99.47724581090391,18.7022921090943,17
1702801150647800,Caserío Disperso,-99.22629502556579,18.7806526729806,17
1702900130108044,Contenida,-98.97552575395291,18.9107257424049,17
1702900130108042,Contenida,-98.97582556244741,18.9108036283635,17
1702401180135800,Caserío Disperso,-99.1236922787096,18.771693856151,17
170290144024A800,Caserío Disperso,-99.0691299901797,18.855185996076898,17
1702700060033800,Caserío Disperso,-98.9101175947567,19.032631074374002,17
1702801180632800,Caserío Disperso,-99.20566612088508,18.7473214983944,17
1702800690100800,Caserío Disperso,-99.25564760463051,18.7216342662253,17
1701600020044800,Caserío Disperso,-98.7771046548358,18.9328968111456,17
1700800310536800,Caserío Disperso,-99.20003839980879,18.8420539451155,17
1702900130108041,Contenida,-98.9755264791554,18.9111816913068,17
1702801210632055,Típica,-99.1965575609008,18.7364271095675,17
1702801210632054,Típica,-99.19662749316929,18.736893483312603,17
1702800670632085,Típica,-99.20486439693491,18.743689109977698,17
1702000050085800,Caserío Disperso,-99.1152971934957,18.957821780309,17
1702900031017002,Típica,-99.02798212214809,18.8942097378917,17
1702801220632012,Típica,-99.19265767044381,18.7415776564422,17
1703200100048800,Caserío Disperso,-98.7521798550534,18.7995917884547,17
1702901190220800,Caserío Disperso,-99.0848404076695,18.8897242676933,17
1702900031021022,Típica,-99.0258923745815,18.896531042366103,17
1702900031021021,Típica,-99.0274533636933,18.897164348580898,17
1700300200050800,Caserío Disperso,-98.7352354239999,18.549909833666998,17
170240114039A800,Caserío Disperso,-99.1875725190843,18.7131622757126,17
1702700290033800,Caserío Disperso,-98.9383219709816,18.9806800719102,17
1702800210100800,Caserío Disperso,-99.2440975845785,18.7401412122273,17
1702801040632152,Típica,-99.2222592418351,18.7766934346788,17
1700401780151800,Caserío Disperso,-99.0008888165934,18.692542543497897,17
1700701201170800,Caserío Disperso,-99.27387862905779,18.962599229509603,17
1700200180034800,Caserío Disperso,-98.8878986731744,18.9164874823573,17
1700400060147800,Caserío Disperso,-98.95929999056341,18.758005571147002,17
1702900031021018,Típica,-99.0281363865189,18.895579403023802,17
1702900031021017,Típica,-99.02673828135879,18.8949061047983,17
1702600230036800,Caserío Disperso,-98.96251015963621,18.9513650790116,17
1702900031021014,Típica,-99.0262168730533,18.896800283769696,17
1702900010150164,Contenida,-99.060094543281,18.8776195385544,17
1700300780065800,Caserío Disperso,-98.7403404874197,18.5107345070668,17
1703000980077800,Caserío Disperso,-98.9177390171176,18.8287813738925,17
170290113024A800,Caserío Disperso,-99.0476205567483,18.9113989335434,17
1702901270220800,Caserío Disperso,-99.10762817568069,18.8597142929209,17
1702600440036800,Caserío Disperso,-98.98876801351079,18.9123228057607,17
1701100690457800,Caserío Disperso,-99.14696286083469,18.8680590778994,17
1702600040036800,Caserío Disperso,-99.00208042493851,18.9799509941217,17
1702001030085800,Caserío Disperso,-99.0676206494758,18.9791002130644,17
1702600490036800,Caserío Disperso,-98.97630585574801,18.9652332160627,17
1702900031021016,Típica,-99.0265957622492,18.8954023511588,17
1702900031021015,Típica,-99.02633987830049,18.8957431760488,17
1702800180100800,Caserío Disperso,-99.2630809424535,18.723047314709397,17
1701700460130800,Caserío Disperso,-99.3318281808368,18.6364443239267,17
1702001090085800,Caserío Disperso,-99.18252966967779,18.939846958822802,17
1701600060044800,Caserío Disperso,-98.74706350162441,18.8782430500421,17
1702801220632019,Típica,-99.19466080366341,18.7388102841472,17
1702801210632060,Típica,-99.197766571602,18.7345721210334,17
1701800310335800,Caserío Disperso,-99.27418663853071,18.8790380712893,17
1700401640151800,Caserío Disperso,-98.9939488180971,18.6822369579751,17
1700300410065800,Caserío Disperso,-98.7408760322162,18.538501584106,17
1703100170093800,Caserío Disperso,-99.22968360391329,18.6228464287008,17
1700900020054800,Caserío Disperso,-99.22964537872429,19.0278112586498,17
1700401030166800,Caserío Disperso,-98.8530117666817,18.760607653925,17
1702900031021011,Típica,-99.02714762147129,18.8970392102989,17
1701300370199800,Caserío Disperso,-98.8102262472772,18.657618410214397,17
1701300070184800,Caserío Disperso,-98.85300661763029,18.707328934030603,17
1702500430109800,Caserío Disperso,-99.11593196640659,18.5727622906484,17
1700300180065800,Caserío Disperso,-98.75046426975901,18.4867336311165,17
1702900031021013,Típica,-99.0265882035149,18.896956216496697,17
1702900031021012,Típica,-99.02685206503809,18.8970062176913,17
1702900810220800,Caserío Disperso,-99.06479829042058,18.9181871775162,17
1702801220632015,Típica,-99.193427581082,18.7399607921579,17
1702801210632059,Típica,-99.1974670351052,18.7349637082414,17
1700200080034800,Caserío Disperso,-98.88896558594558,18.925989831005303,17
170150049009A800,Caserío Disperso,-99.35334950178259,18.755558960105397,17
1700601510298800,Caserío Disperso,-98.97504328001509,18.8173498567746,17
1702800900312800,Caserío Disperso,-99.2043268734604,18.7963099628002,17
1700300800065800,Caserío Disperso,-98.7412386718527,18.5284802166335,17
1701000130055800,Caserío Disperso,-98.80127180882549,18.7329717724715,17
1702900860220800,Caserío Disperso,-99.102654405683,18.8509771613468,17
1702800340632800,Caserío Disperso,-99.22226547216542,18.7530690892672,17
1701400190035800,Caserío Disperso,-99.35812064966379,18.724707830722,17
1702800050100800,Caserío Disperso,-99.24773123610849,18.789001400521396,17
1702500110128800,Caserío Disperso,-99.1463601016866,18.480722057273198,17
1702400160154800,Caserío Disperso,-99.00612136046351,18.644607115537397,17
1702600100036800,Caserío Disperso,-98.96423626520658,18.9341295469398,17
170240011039A800,Caserío Disperso,-99.1577823600283,18.7304932912245,17
1700200770034800,Caserío Disperso,-98.9280962351046,18.930324821116802,17
1702801040632158,Típica,-99.2232235443488,18.7755009896235,17
1702801040632157,Típica,-99.22303613541479,18.7755970807804,17
1702900100220800,Caserío Disperso,-99.0879706107417,18.8061735028473,17
1702801110100800,Caserío Disperso,-99.2521738038858,18.8108563969161,17
1702200050056800,Caserío Disperso,-98.7191148383188,18.8841530505414,17
1700601100442800,Caserío Disperso,-98.9278713117008,18.789569623737,17
1700300080065800,Caserío Disperso,-98.7262835380785,18.465737051405398,17
1702900031021010,Típica,-99.0278362719777,18.8962506097484,17
1700100260056800,Caserío Disperso,-99.37780305313841,18.579899633007802,17
1700601220442800,Caserío Disperso,-98.9231376193312,18.7915223127216,17
170290033024A800,Caserío Disperso,-99.0264948310415,18.9150528770311,17
1700401560147800,Caserío Disperso,-98.9635998200438,18.7345696983331,17
1702900031021009,Típica,-99.0277519770309,18.8954954893645,17
1702900031021008,Típica,-99.02716463283659,18.894997179913897,17
1702900031021006,Típica,-99.02670307690208,18.896034510298897,17
1702801250100800,Caserío Disperso,-99.2749797310427,18.7279384792715,17
1702600170036800,Caserío Disperso,-98.976074388045,18.9429457547803,17
170210008003A800,Caserío Disperso,-99.40095074616941,18.7348722672555,17
1702300070049800,Caserío Disperso,-98.9867645981827,19.005005508458396,17
1700400660147800,Caserío Disperso,-98.9520049037424,18.746487648905,17
1702900031021007,Típica,-99.02684616447279,18.8957008135767,17
1700601370442800,Caserío Disperso,-98.89531016627451,18.79779970471,17
1700601240298800,Caserío Disperso,-98.95569005893749,18.866792079053102,17
1703000370077800,Caserío Disperso,-98.92081929754309,18.8603711283763,17
1703100110093800,Caserío Disperso,-99.19099631730249,18.6819926079407,17
1701800240335800,Caserío Disperso,-99.2688865091516,18.8160115374668,17
1702901600771800,Caserío Disperso,-99.0311865188728,18.892232447847398,17
1703100050093800,Caserío Disperso,-99.22047534067292,18.6604687228749,17
1702700030033800,Caserío Disperso,-98.9690719094401,18.9931055808346,17
1700900960054800,Caserío Disperso,-99.2674304777557,19.0398896933139,17
1700300290065800,Caserío Disperso,-98.76099433759899,18.4837467340371,17
1702901580860800,Caserío Disperso,-98.95617438618228,18.9259276207848,17
1700500080055800,Caserío Disperso,-99.46858290255051,18.7267158355638,17
1700100030056800,Caserío Disperso,-99.39068299468309,18.5735104646847,17
1700901050054800,Caserío Disperso,-99.2419296108272,19.0372668897277,17
1700400950151800,Caserío Disperso,-98.98838365716429,18.729928631073502,17
1702900031021004,Típica,-99.02746333067991,18.896112545298802,17
1700400220147800,Caserío Disperso,-98.9575589461398,18.6753739609961,17
1702801060100800,Caserío Disperso,-99.23712932575229,18.7866586740357,17
1702500040128800,Caserío Disperso,-99.182162978855,18.451890141390102,17
170240131039A800,Caserío Disperso,-99.18605510516291,18.7210075283081,17
170210014003A800,Caserío Disperso,-99.41331187572159,18.736746819508898,17
1702000030085800,Caserío Disperso,-99.0367303955683,18.9751312850035,17
1702600520036800,Caserío Disperso,-98.93002467950441,18.957449330507604,17
1701700020130800,Caserío Disperso,-99.30624412866491,18.6825651364234,17
1700200710034800,Caserío Disperso,-98.88135861152719,18.933577306756998,17
1700100100056800,Caserío Disperso,-99.3578828908242,18.5301577799539,17
1700300110065800,Caserío Disperso,-98.71044889540079,18.5060807702332,17
170150016009A800,Caserío Disperso,-99.3330382978816,18.7470439453198,17
1700300150065800,Caserío Disperso,-98.7058125112318,18.5124660284902,17
1702000820085800,Caserío Disperso,-99.0734501059289,18.9482726865632,17
1702600460036800,Caserío Disperso,-98.9690747949136,18.9485520586558,17
1700900970054800,Caserío Disperso,-99.2374575802475,19.062833900397198,17
1700600300442800,Caserío Disperso,-98.9074869735394,18.7837288764241,17
1701200700172800,Caserío Disperso,-99.24501246112301,18.582056139091698,17
1700601150298800,Caserío Disperso,-98.9751943166865,18.822941537888997,17
1702800670632051,Típica,-99.19790226277719,18.7423402162345,17
1703000140077800,Caserío Disperso,-98.81637986694228,18.7948071680856,17
1702001080085800,Caserío Disperso,-99.11453523998681,19.0004178433144,17
1700401540147800,Caserío Disperso,-98.9559373843326,18.7243121771558,17
1702901370220800,Caserío Disperso,-99.1119275432009,18.8938455343209,17
1700601390298800,Caserío Disperso,-98.9647755559844,18.873709695106896,17
170170005015A800,Caserío Disperso,-99.3010216324723,18.583269042643302,17
170290099024A800,Caserío Disperso,-99.03280304368592,18.902304829158197,17
1701800800335800,Caserío Disperso,-99.26258627154292,18.855959229795,17
1702900031021002,Típica,-99.0270624806983,18.8955247115593,17
1702900031017034,Típica,-99.02835167179,18.894368342733603,17
1702500310109800,Caserío Disperso,-99.1422098140053,18.625382844119,17
1702001110085800,Caserío Disperso,-99.1797490967582,18.9632858310643,17
1701700120164800,Caserío Disperso,-99.2860425439847,18.5320300538395,17
1702901680860800,Caserío Disperso,-98.9858913963928,18.9153226713307,17
1702801220632013,Típica,-99.1933238709852,18.7412998610233,17
1701701440130800,Caserío Disperso,-99.3059694966843,18.625482981459502,17
1701701450126800,Caserío Disperso,-99.27423024615791,18.7203267131792,17
170240031039A800,Caserío Disperso,-99.1541856298378,18.706030085253698,17
170240010039A800,Caserío Disperso,-99.15419326626319,18.6986475133183,17
1703000590062800,Caserío Disperso,-98.8609255104369,18.8628119398504,17
1702801220632011,Típica,-99.1946303217789,18.7397616214284,17
1702500190147800,Caserío Disperso,-98.9513135499303,18.4295395171581,17
1700401330132800,Caserío Disperso,-98.9908211107345,18.792470556336202,17
1703000060077800,Caserío Disperso,-98.84208071690959,18.788159300083198,17
1700401720151800,Caserío Disperso,-99.0043414008353,18.6677059698818,17
1700600980442800,Caserío Disperso,-98.93672803005829,18.7853565260636,17
1702800050100064,Típica,-99.2470555092013,18.7919290755938,17
1702800050100033,Típica,-99.2477338221856,18.7911200795996,17
1702801220632041,Típica,-99.1935898389497,18.743795124054,17
1701600040044800,Caserío Disperso,-98.7508897409152,18.9102139093952,17
1701701190130800,Caserío Disperso,-99.31042638843729,18.6057092098787,17
1700200460034800,Caserío Disperso,-98.8784239354398,18.9684745881303,17
1702900031017033,Típica,-99.0296429095274,18.893954061705397,17
1702900031017030,Típica,-99.02964095879558,18.8945024063553,17
1702800680100800,Caserío Disperso,-99.26505849854411,18.747096795422102,17
1702000310085800,Caserío Disperso,-99.0724303507291,18.925622943915897,17
1700500190040800,Caserío Disperso,-99.42183146250869,18.736434698704603,17
1701701310130800,Caserío Disperso,-99.3088242534527,18.611807446981,17
1701800440335800,Caserío Disperso,-99.2610663596118,18.841605423867303,17
1701701370130800,Caserío Disperso,-99.3097948384499,18.621124062870802,17
1700100210041800,Caserío Disperso,-99.40523186056879,18.606109623507603,17
1701600070044800,Caserío Disperso,-98.75325764548849,18.929652651614898,17
1702900031017027,Típica,-99.02983622992241,18.8934902543647,17
1703100010074073,Típica,-99.1964675774946,18.6619896038244,17
1700800540536800,Caserío Disperso,-99.20256129780171,18.854773564705898,17
1700401710166800,Caserío Disperso,-98.8951719270957,18.7183481304816,17
1702900031017029,Típica,-99.0297082813658,18.8943398273045,17
1702500160113800,Caserío Disperso,-99.0174792298979,18.5105113404503,17
170240123039A800,Caserío Disperso,-99.1411243750629,18.6728058314583,17
1702801040632155,Típica,-99.22295004720881,18.7760143627072,17
1700701081185800,Caserío Disperso,-99.20725641791229,18.979727884887396,17
1700900140054800,Caserío Disperso,-99.24591583095899,19.0149062057611,17
1701201020647800,Caserío Disperso,-99.20039116931092,18.5941903999132,17
1702900031017028,Típica,-99.0297032593013,18.893635646023398,17
1700900870054800,Caserío Disperso,-99.2369086487309,19.0061260294176,17
1702801040632154,Típica,-99.2225702746583,18.776327830531798,17
1702800730100800,Caserío Disperso,-99.2514247375445,18.7951786740013,17
1702801220632009,Típica,-99.1948931891166,18.7402869126034,17
1703000160062800,Caserío Disperso,-98.80798631696959,18.9338175653667,17
170180030034A800,Caserío Disperso,-99.21094592119391,18.832413836455103,17
1702500060132800,Caserío Disperso,-99.08990534604919,18.4635070121273,17
1702801220632008,Típica,-99.1943684187731,18.7400642258001,17
1700600780298054,Típica,-98.9474792629903,18.8698126496132,17
1700600010137017,Típica,-98.9367179528965,18.8603528049597,17
1702000020085800,Caserío Disperso,-99.0315696285183,18.930034690488398,17
1700900620054800,Caserío Disperso,-99.25059008357441,19.008872931421102,17
1700401490132800,Caserío Disperso,-98.9966117891457,18.7675534646463,17
170210004003A800,Caserío Disperso,-99.37522406630329,18.6993774878999,17
1703000050077800,Caserío Disperso,-98.8699449495141,18.805533093432103,17
1702600060036800,Caserío Disperso,-98.98012061835121,18.9445931207478,17
1702900031017026,Típica,-99.0272717875157,18.8935905523936,17
1702900031017025,Típica,-99.02720238342229,18.8937487045965,17
1702900031017024,Típica,-99.0270400724757,18.894147664536398,17
1701500060070800,Caserío Disperso,-99.42536916398649,18.8692252675087,17
1701900030084800,Caserío Disperso,-98.92742284326219,18.6351063193908,17
1702900680220800,Caserío Disperso,-99.0927685745339,18.859705889764896,17
1700400830147800,Caserío Disperso,-98.95388241630579,18.7816504437424,17
1702001070085800,Caserío Disperso,-99.0623848876791,18.9727008696869,17
1700400160132800,Caserío Disperso,-98.9900660706612,18.7426431720218,17
1703100220093800,Caserío Disperso,-99.2121923407072,18.645983668668602,17
1700200670034800,Caserío Disperso,-98.89662037786671,18.922620086662,17
1700400100166800,Caserío Disperso,-98.908158264818,18.6795196026752,17
1702900031017023,Típica,-99.0293094400264,18.8950019630856,17
1702801040632153,Típica,-99.22241265747971,18.776524007994798,17
170150063009A800,Caserío Disperso,-99.3208790099094,18.736063733233,17
1700600780298053,Típica,-98.9477321813607,18.8699967554267,17
1702900070771800,Caserío Disperso,-99.01513629959341,18.9396544324863,17
170290011024A800,Caserío Disperso,-99.0573481659463,18.798333156120897,17
1700200290034800,Caserío Disperso,-98.8765593641688,18.969131565137502,17
1702000170085800,Caserío Disperso,-99.0564262214319,18.968641886754,17
170170006015A800,Caserío Disperso,-99.33308669577421,18.5252083622289,17
1702700340033800,Caserío Disperso,-98.9159761990387,19.0392001490745,17
170070099119A800,Caserío Disperso,-99.2614905058196,18.9324964960715,17
1703100290093800,Caserío Disperso,-99.2219467686117,18.6471730457992,17
1702901150860800,Caserío Disperso,-98.96440469049548,18.9278827193213,17
1702600190036800,Caserío Disperso,-98.968824820039,18.9365409433265,17
1702500530109800,Caserío Disperso,-99.1487295403895,18.593984174153,17
1701800380335800,Caserío Disperso,-99.2551160471847,18.84836751532,17
1700100090041800,Caserío Disperso,-99.45205754653222,18.6190280935134,17
1700600780298045,Típica,-98.9468586646282,18.8687992202345,17
1700401460147800,Caserío Disperso,-98.9516771584446,18.7536805300798,17
1700100020056800,Caserío Disperso,-99.34400167023729,18.5749479441892,17
1702000700085800,Caserío Disperso,-99.0298014478863,18.936942461053697,17
170070138119A800,Caserío Disperso,-99.246910614346,18.9060099307191,17
1701400030035800,Caserío Disperso,-99.3809715874375,18.732157981188102,17
1702901420220800,Caserío Disperso,-99.08377942401529,18.8614684307279,17
170290113024A016,Contenida,-99.04864596810378,18.911194265188197,17
1700200200034800,Caserío Disperso,-98.92667968310042,18.9360097088132,17
1700500100055800,Caserío Disperso,-99.44922916652429,18.7411549444169,17
1702900031017022,Típica,-99.02945110276129,18.8944616802041,17
1701600030044800,Caserío Disperso,-98.75363775649859,18.899279602841197,17
1700600400298800,Caserío Disperso,-98.978332645998,18.8732913570617,17
1700400430147800,Caserío Disperso,-98.95630300337059,18.7541477096556,17
1700500020055800,Caserío Disperso,-99.46414465760691,18.678009567785804,17
170240009039A800,Caserío Disperso,-99.1063918779675,18.7130194952455,17
1702900031017021,Típica,-99.02936086975691,18.8937343329681,17
1702900031017019,Típica,-99.029243008015,18.8933812890857,17
1702900031017016,Típica,-99.0278174182321,18.8936305204529,17
1702900031017015,Típica,-99.027632507295,18.8937346401155,17
1702900031017012,Típica,-99.0289043985966,18.8949196528308,17
1702500090147800,Caserío Disperso,-99.0201235690345,18.442544046589102,17
1700600010156010,Típica,-98.9286192775698,18.8560663909088,17
1702801210632034,Típica,-99.1953909017857,18.7382699511876,17
1702801210632033,Típica,-99.19615515542841,18.7377775505949,17
170290008024A800,Caserío Disperso,-99.0233790822827,18.908437767604603,17
1702900031017014,Típica,-99.0275839799807,18.8941481548469,17
1702900031017013,Típica,-99.02849694911491,18.8948438235393,17
1702300090053800,Caserío Disperso,-98.9630742069654,19.0273929742448,17
1702800710632800,Caserío Disperso,-99.2072728419357,18.7619310706306,17
1702300190053800,Caserío Disperso,-98.93541099189251,19.049869056354197,17
1703100360163800,Caserío Disperso,-99.18078909294451,18.658858212143397,17
1702900031017011,Típica,-99.0293611492355,18.8942003355971,17
1702900031017010,Típica,-99.0291307906792,18.8936427254676,17
1702900031017007,Típica,-99.02818446217441,18.894572105702,17
1702000710085800,Caserío Disperso,-99.06286922515508,18.9810350421485,17
1702001130085800,Caserío Disperso,-99.1486841533612,18.913177468413103,17
1700701051170800,Caserío Disperso,-99.263938133465,18.9809062133229,17
1702000970085800,Caserío Disperso,-99.1530175678057,18.9180309724345,17
1700400280170800,Caserío Disperso,-99.03221620487949,18.590235947421,17
1700400310166800,Caserío Disperso,-98.9146577284882,18.764118685186,17
1702900031017009,Típica,-99.0284107955598,18.893273100189603,17
1702900031017008,Típica,-99.0279890104156,18.893641392244803,17
1702000080085800,Caserío Disperso,-99.06159462555159,19.0088587361082,17
1702900031017006,Típica,-99.0285904382481,18.8944749614614,17
1700400020147800,Caserío Disperso,-98.9798823525536,18.7392154576667,17
1701800360335800,Caserío Disperso,-99.2666332512742,18.864869766308104,17
1703001160062800,Caserío Disperso,-98.8340897774432,18.8800912723021,17
1702000280085800,Caserío Disperso,-99.0709312229079,18.9328884269802,17
1702800670632800,Caserío Disperso,-99.19826268900592,18.7480758393944,17
1702900031017005,Típica,-99.02908797347341,18.8945415636862,17
170240092039A800,Caserío Disperso,-99.1483288336331,18.664138261260298,17
1702901390220800,Caserío Disperso,-99.08252938862421,18.875085769535197,17
1703000470062800,Caserío Disperso,-98.876500533911,18.8899133057623,17
1702901350860800,Caserío Disperso,-98.984577302988,18.916524113626497,17
1701100720457800,Caserío Disperso,-99.1320258330771,18.8824281566243,17
1702801080100800,Caserío Disperso,-99.24176484753842,18.7582297902958,17
1701400080035800,Caserío Disperso,-99.36760434990141,18.7477113062826,17
1702900040771800,Caserío Disperso,-99.03199192327841,18.8717747842898,17
170240030039A800,Caserío Disperso,-99.1177284653026,18.7064221371155,17
1701000470055800,Caserío Disperso,-98.8063238962318,18.731573329506897,17
1700601070298800,Caserío Disperso,-98.977623945168,18.8263400973522,17
1701201060647800,Caserío Disperso,-99.19846103237721,18.5972036227233,17
1702900031017004,Típica,-99.0290895121763,18.8940608716984,17
1702801040632151,Típica,-99.22232882442059,18.776173503059898,17
1701100740457800,Caserío Disperso,-99.1356061848279,18.8907736414058,17
1700800570536800,Caserío Disperso,-99.17911947426241,18.826161193510497,17
1700800370536800,Caserío Disperso,-99.190633659473,18.814451927991396,17
1700300060050800,Caserío Disperso,-98.7929536742506,18.5010766026641,17
1700900190054800,Caserío Disperso,-99.22705005950091,19.019962468430702,17
1703300100030800,Caserío Disperso,-98.7607217636755,18.732798568147,17
1702500740109800,Caserío Disperso,-99.17284202930571,18.621312580858397,17
1702500180113800,Caserío Disperso,-99.0144775668808,18.5568275983955,17
1701201090647800,Caserío Disperso,-99.1719259199305,18.5802916732073,17
1702800790100800,Caserío Disperso,-99.24951644704159,18.748119964445802,17
1702900130108049,Típica,-98.9685186242037,18.9036864855493,17
1702000070085800,Caserío Disperso,-99.07435227223249,18.9634282510173,17
1702500120113800,Caserío Disperso,-99.07362331348111,18.5715476751809,17
1702800460632800,Caserío Disperso,-99.21583691121609,18.7596487257734,17
170100005006A800,Caserío Disperso,-98.730162525566,18.6099735564759,17
1702900031017003,Típica,-99.02872065432541,18.893815505122603,17
1700601450298800,Caserío Disperso,-98.9686772900868,18.832632683020503,17
1702901690771800,Caserío Disperso,-99.0165172888044,18.8942735235158,17
1701500220085800,Caserío Disperso,-99.36628961823429,18.7829656017122,17
1700400150147800,Caserío Disperso,-98.95457921424959,18.767289195142,17
1700200280034800,Caserío Disperso,-98.85917295684798,18.969265889965,17
1702600180036800,Caserío Disperso,-98.9654137036862,18.978986486240498,17
